Title;Release_Date;Developers;Summary;Platforms;Genres;Rating;Plays;Playing;esrb_rating
PictoChat;Nov 21, 2004;[];PictoChat is a communication application built-in to all DS, DS Lite, and DSi hardware.;['Nintendo DS'];[];3.8;796;3;
Hatsune Miku: Project Mirai DX;May 28, 2015;['Sega'];Hatsune Miku: Project Mirai DX is a rhythm game and the sequel to Hatsune Miku and Future Stars: Project Mirai. The game is also a spin-off of the Hatsune Miku: Project DIVA series of Vocaloid rhythm games. Like the original, the game primarily makes use of Vocaloids, a series of singing synthesizer software and the songs created using these vocaloids, most notably the virtual-diva Vocaloid Hatsune Miku. While Project Mirai only had button controls, Project Mirai 2 adds the use of touch screen controls where players tap the bottom screen. An increased sense of speed and additional gimmicks have also been added. /n The "PuyoPuyo 39" mini-game can be played by two people through a local wireless connection.;['Nintendo 3DS'];['Music'];3.8;804;31;
LEGO Island;Oct 02, 1997;['Mindscape'];Lego Island is a nonlinear game with a first-person perspective. The game features a series of missions including pizza delivery, jet ski racing, and putting the Brickster back in jail. It also features a variety of playable characters that each have unique abilities that can help the player throughout the game.;['Windows PC'];['Adventure'];3.2;687;0;
Portal Reloaded;Apr 19, 2021;['PORTANIS'];Portal Reloaded is a free, community made modification for Portal 2. The mod builds on the concepts of the main game by allowing you to place a third portal, which enables traveling between two different timelines. Thinking in four dimensions is vital to solving 25 brand new mind-bending puzzles.;['Windows PC'];['Puzzle'];3.7;592;37;
GoldenEye 007;Nov 02, 2010;['Activision'];The GoldenEye story comes to life once again with an updated single player storyline featuring Daniel Craig as Bond and written by Bruce Feirstein, the screenwriter for the original movie. Surprise enemies covertly or engage in a full on firefight and use Bond's latest gadget to uncover intel in augmented reality as you relive all the classic GoldenEye movie moments. Infiltrate the dam and destroy the facility, chase Ourumov in the tank through the streets of St. Petersburgh, and investigate the secret jungle base. /n BRINGING MULTIPLAYER BACK TO ITS ROOTS. – Splitscreen returns to the first person shooter in GoldenEye – 4 players in the same room, on the same screen. The extensive variety of characters, game modes and weapons lets you customize the perfect experience from over 500 split screen game combinations /n 40 unique characters: Play as your favorite Bond characters and villains, including 8 classic characters – Oddjob, Jaws, Scaramanga, Baron Samedi, Dr. No, Rosa Klebb, Red Grant, and Blofeld /n 17 special game modifiers: Mix and match to create a unique gaming experience every time you play. Put a twist on standard game types with special modes like Paintball, Melee Only and You Only Live Twice /n A vast arsenal of weapons and gadgets: Eliminate adversaries with Bond's signature P99 and an assortment of automatic and sniper rifles, or ensure a surprise attack with proximity mines /n Online multiplayer: GoldenEye also features online multiplayer for up to 8 players designed for seasoned FPS online gamers with unique modes and a robust XP system for unlockables and achievements;['Wii'];['Shooter'];3.1;603;5;
Chicken Invaders;Dec 31, 1999;['InterAction Studios'];Sometime in the near future, Earth is invaded by chickens from another galaxy, bent on revenge against the human race for oppressing earth chickens! Take the world's fate in your hands (or at least have an omelette) in this modern rendition of the 80's classic. Save the world today!;['Windows PC'];['Shooter'];2.6;128;0;
Portal Reloaded;Apr 19, 2021;['PORTANIS'];Portal Reloaded is a free, community made modification for Portal 2. The mod builds on the concepts of the main game by allowing you to place a third portal, which enables traveling between two different timelines. Thinking in four dimensions is vital to solving 25 brand new mind-bending puzzles.;['Windows PC'];['Puzzle'];3.7;592;37;
Bomba Patch;Dec 31, 2007;['GeoMatrix'];Bomba Patch is a modification to Pro Evolution Soccer 6 for the Playstation 2 which adds Brazilian Soccer teams and Portuguese voice overs. /n Since 2007, the mod uses the phrase "100% updated" by getting physical/digitally updates quickly.;['PlayStation 2'];['Sport'];4.2;356;5;
Quake Live;Aug 06, 2010;['id Software'];From the legendary series that founded the online shooter genre comes the most exciting, energetic, and fast-paced shooter on the Internet. Play against players around the world in over 100 arenas, and a dozen game modes, in one of the most competitive shooters online today. Welcome to Quake Live.;['Windows PC'];['Shooter'];3.6;489;4;
Petz: Catz 5;Dec 31, 2002;[];Take care of virtual cats in the 5th game in the series.;['Windows PC'];['Simulator'];3.7;30;1;
Equinox;Mar 01, 1993;['Sony Imagesoft'];Equinox is the sequel to Solstice. It is presented in a 3D isometric view with colourful graphics. The game is based upon solving puzzles to progress to the next dungeon. In the game you play the son of the hero in the first game, Shadax. Shadax has been kidnapped by an evil witch and it is up to you to rescue him.;['SNES'];['Arcade'];3.1;49;0;
Tiny Wings;Feb 18, 2011;['Andreas Illiger'];A game about the dream of flying on iPhone, iPod Touch & iPad. You have always dreamed of flying, but you have tiny wings.;['iOS'];['Arcade'];3.2;222;0;
Project M;Feb 07, 2011;['Project M Development Team'];Project M is a community-made mod of Brawl inspired by Super Smash Bros. Melee's gameplay designed to add rich, technical gameplay to a balanced cast of characters while additionally enhancing the speed of play. Project M employs new codes which seamlessly add in new, universal features to the entire cast to add technical variety to all characters.;['Wii'];['Fighting'];4.2;861;8;
Street Fighter EX 2;May 26, 1998;[];The original version of Street Fighter EX2 retains all the features from the previous game, Street Fighter EX Plus, including original features such as "Guard Breaks" (unique moves which cannot be blocked by an opponent) and "Super Canceling" (the ability to cancel a Super Combo into another Super Combo). /n The primary new feature in the game are "Excel Combos", ("excel" being abbreviation for "extra cancel"). Much like the "Custom Combos" featured in the Street Fighter Alpha series, Excel Combos allows player to connect a series of basic and special moves for a limited time. During an Excel Combo, the player begins with a basic move and can follow up with a different basic move or follow-up a basic move with a special move, which can be followed by a different special move. However, the player cannot connect any move with the same move, nor can they cancel special moves into basic moves during an Excel Combo.;['Arcade'];['Fighting'];3.0;57;0;
Umineko no Naku Koro ni: Episode 1 - Legend of the Golden Witch;Aug 17, 2007;['07th Expansion'];Umineko no Naku Koro ni: Legend of the Golden Witch is the first episode of the murder mystery sound novel by 07th Expansion, creators of the Higurashi series. This installment serves as an introduction to the Umineko series. /n It is the first of four Question Arcs, and is followed by Turn of the Golden Witch.;['Windows PC'];['Visual Novel'];3.8;609;17;
Dies irae ~Interview with Kaziklu Bey~;Mar 25, 2016;['light'];"My mother was my sister." /n Brooklyn, New York - The man who sat across the interviewer at the vampire bar known as the "Borges House" began his story with those odd words. /n Following the end World War II, the pallid SS officer traversed the globe to many a raging battlefield, leaving carnage unforeseen in his wake. /n The vampire of the battlefield. The wandering Hakenkreuz. /n Though his saga was passed down as naught but a stale ghost story, it was no mere urban legend. /n For he was Wilhelm Ehrenburg - hunted in absolute secrecy by the UN as a remnant of the Third Reich, enemy of the world, and one of the infamous members of the demonic Longinus Dreizehn Orden. /n And after over half a century, the time had finally come for him to depart for Japan in order to fulfill his most ardent desire. /n Humoring this interviewer he would have ignored or slain any other day was merely a whim birthed from the exaltation of the promised time drawing ever closer. /n That was the only reason our intrepid interviewer found him in a talkative mood. /n Thus, as he reflected on his life, Wilhelm grew nostalgic - sentimental, even - for the path he had walked. /n And when asked, he unveiled his past piece by piece. /n From the accursed blood that poisoned his very soul, to the blight wrought by the works of Mercury. /n He spun a tale of the day he awakened to the truth of his being, and of the woman who had the nature of Wilhelm's existence engraved upon her very being. /n "Don't you worry, I'm gonna tell you everything. From the first moment I met her, to the very end of our story.";['Windows PC'];['Adventure'];4.1;147;1;
Street Fighter EX 2;May 26, 1998;[];The original version of Street Fighter EX2 retains all the features from the previous game, Street Fighter EX Plus, including original features such as "Guard Breaks" (unique moves which cannot be blocked by an opponent) and "Super Canceling" (the ability to cancel a Super Combo into another Super Combo). /n The primary new feature in the game are "Excel Combos", ("excel" being abbreviation for "extra cancel"). Much like the "Custom Combos" featured in the Street Fighter Alpha series, Excel Combos allows player to connect a series of basic and special moves for a limited time. During an Excel Combo, the player begins with a basic move and can follow up with a different basic move or follow-up a basic move with a special move, which can be followed by a different special move. However, the player cannot connect any move with the same move, nor can they cancel special moves into basic moves during an Excel Combo.;['Arcade'];['Fighting'];3.0;57;0;
Tennis;May 29, 1989;['Nintendo'];Tennis is, as the name implies, Nintendo's version of the sport. One player vs computer or two players will compete in tennis in a more or less standard suite of rules (scoring, sets etc.). /n Players are controlled by the movement buttons, but while button A indicates a low hit, button B indicates a high one. You have the choice of four levels of computer AI, or two player via Game Boy link cable. The usual assortment of shots are available, including forehand and backhand, lobs and volleys when up close to the net.;['Game Boy'];['Sport'];2.5;230;1;
